id,age,height,TVCM,SNS,sports,history,purchase
7440,19,165,1,1,0,0,0
7441,26,151,1,1,0,0,1
7442,33,,1,1,1,0,1
7443,56,171,1,0,1,0,1
7444,32,,0,,0,0,0
7445,46,169,0,1,1,0,0
7446,30,177,1,1,1,0,1
7447,53,167,,0,0,0,0
7448,52,167,1,1,1,0,1
7449,53,163,0,1,1,0,0
7450,34,148,,1,0,0,1
7451,52,166,0,1,1,0,0
7452,29,161,1,1,1,0,1
7453,33,170,0,1,0,0,0
7454,56,190,1,1,0,1,1
7455,35,173,0,1,1,0,0
7456,42,166,1,1,1,0,1
7457,28,166,,0,0,0,0
7458,29,161,1,1,0,0,0
7459,31,180,1,1,0,1,1
7460,53,159,0,1,0,0,0
7461,48,146,0,1,0,1,1
7462,23,176,1,1,1,1,1
7463,22,179,1,0,0,0,0
7464,22,160,0,1,1,0,1
7465,28,174,0,1,0,0,0
7466,18,,1,,0,0,1
7467,40,183,1,1,0,0,1
7468,55,188,1,1,0,0,1
7469,47,159,1,1,0,1,1
7470,33,164,0,0,1,1,1
7471,34,189,0,,1,0,0
7472,19,140,1,0,1,0,1
7473,,174,0,1,1,0,0
7474,51,157,1,1,0,0,1
7475,54,166,1,0,1,0,1
7476,38,165,0,0,1,1,1
7477,54,156,1,0,1,1,1
7478,38,182,1,1,1,0,1
7479,20,162,0,1,1,0,0
7480,19,179,1,1,1,0,1
7481,31,138,,1,1,0,0
7482,56,154,1,,0,0,0
7483,53,180,1,1,1,0,1
7484,25,179,0,1,1,0,0
7485,56,169,0,0,1,0,0
7486,37,164,1,0,0,1,1
7487,50,,0,1,0,0,0
7488,46,162,1,1,1,0,1
7489,42,171,1,1,1,0,1
7490,,142,1,,,,1
7491,57,161,1,0,1,0,1
7492,42,179,1,1,0,0,1
7493,26,169,0,1,0,0,0
7494,44,182,0,1,1,1,1
7495,47,,1,0,1,0,1
7496,21,,0,1,0,0,0
7497,32,180,1,1,1,0,1
7498,39,166,1,0,1,0,1
7499,19,171,1,1,0,0,1
7500,20,179,1,1,1,0,1
7501,29,146,0,0,1,0,0
7502,28,192,0,0,0,0,0
7503,45,,1,1,0,0,1
7504,43,175,0,1,1,0,1
7505,53,147,1,1,1,0,1
7506,59,172,0,0,0,0,0
7507,28,,0,1,0,0,0
7508,31,179,1,1,0,0,0
7509,31,179,0,0,1,0,0
7510,36,165,1,1,1,0,1
7511,43,168,0,1,1,0,0
7512,56,168,1,0,1,0,1
7513,20,173,0,1,0,0,0
7514,50,185,1,1,0,0,1
7515,18,173,1,1,1,0,1
7516,51,183,1,1,0,0,1
7517,40,159,0,1,0,1,1
7518,,152,0,1,1,,0
7519,53,154,1,0,1,0,1
7520,44,148,0,1,0,0,0
7521,20,171,1,1,0,0,0
7522,19,185,1,1,0,0,1
7523,38,157,1,1,,,1
7524,47,185,1,1,1,0,1
7525,24,190,1,1,,0,1
7526,19,180,1,1,0,0,1
7527,59,165,1,0,0,0,0
7528,23,202,,1,0,0,1
7529,27,178,1,1,0,0,1
7530,35,174,1,1,0,0,1
7531,41,144,0,1,1,0,0
7532,35,145,0,1,,0,0
7533,30,147,0,0,0,0,0
7534,29,149,0,1,0,0,0
7535,23,190,0,0,0,0,0
7536,27,179,1,0,1,0,1
7537,18,151,0,1,0,0,0
7538,39,164,0,0,1,0,0
7539,42,166,1,1,1,1,1
7540,35,152,0,1,1,0,0
7541,58,,1,1,0,0,1
7542,44,179,1,1,1,,1
7543,46,150,0,1,1,0,0
7544,41,182,0,1,0,1,1
7545,19,147,0,1,1,0,0
7546,31,176,0,1,0,0,0
7547,51,169,1,1,0,0,0
7548,34,176,0,1,1,0,0
7549,33,183,0,1,1,0,0
7550,31,158,1,0,1,0,1
7551,27,146,1,1,1,0,1
7552,,188,1,0,0,0,0
7553,42,145,0,1,0,0,0
7554,43,169,1,1,0,0,1
7555,22,144,0,1,1,1,1
7556,33,168,1,,1,1,1
7557,48,160,1,1,1,0,1
7558,43,,0,1,1,0,0
7559,50,173,1,0,1,0,1
7560,,184,0,0,1,0,0
7561,,135,,0,1,0,0
7562,21,176,1,,1,0,1
7563,34,158,1,1,1,0,1
7564,22,195,1,1,1,0,1
7565,36,139,,1,1,0,1
7566,51,175,,1,0,0,1
7567,44,180,1,,0,0,1
7568,44,149,0,1,1,1,1
7569,42,176,,1,0,0,0
7570,50,182,1,1,1,0,1
7571,48,158,0,1,0,0,0
7572,20,169,0,1,1,0,0
7573,33,155,1,1,1,0,1
7574,,150,1,1,0,0,1
7575,28,151,0,1,0,0,0
7576,46,165,1,0,1,0,1
7577,32,174,1,0,1,0,1
7578,50,164,,1,0,1,1
7579,24,211,1,1,1,1,1
7580,25,166,0,1,0,0,0
7581,49,165,1,0,1,1,1
7582,53,171,0,1,0,0,0
7583,46,176,1,0,0,0,0
7584,46,150,1,1,1,0,1
7585,45,177,0,0,0,0,0
7586,,173,1,,1,0,1
7587,27,165,1,1,0,1,1
7588,48,158,1,0,0,,0
7589,49,168,0,1,1,0,1
7590,24,155,0,1,0,0,0
7591,54,153,1,0,1,0,1
7592,59,173,1,0,1,1,1
7593,39,164,1,1,,0,1
7594,20,190,1,0,1,0,1
7595,55,180,1,0,1,0,1
7596,51,158,0,1,1,0,0
7597,25,168,1,1,1,0,1
7598,45,171,0,1,1,0,1
7599,49,155,0,1,1,0,0
7600,,156,1,1,0,0,1
7601,38,156,0,1,1,0,0
7602,48,180,1,0,0,0,0
7603,23,163,0,0,1,0,0
7604,19,163,0,1,1,0,0
7605,44,156,0,1,0,0,0
7606,25,156,0,1,0,0,0
7607,21,181,,1,0,0,1
7608,47,156,0,1,0,0,0
7609,39,187,1,1,0,0,1
7610,42,176,1,1,0,,1
7611,45,167,1,1,1,0,1
7612,52,171,1,1,1,0,1
7613,30,166,0,1,0,0,0
7614,34,156,0,1,1,0,0
7615,20,116,1,0,1,0,1
7616,18,177,1,0,1,0,1
7617,25,171,1,1,0,0,0
7618,49,173,1,1,0,0,1
7619,46,146,0,0,0,0,0
7620,46,166,1,0,0,0,0
7621,58,157,0,0,1,0,0
7622,49,157,0,1,0,0,0
7623,28,,1,1,1,0,1
7624,52,172,1,1,1,0,1
7625,58,162,0,0,0,0,0
7626,43,150,0,0,1,0,0
7627,27,144,1,1,,0,1
7628,30,192,1,1,0,0,1
7629,19,156,0,0,0,0,0
7630,30,170,1,1,0,0,0
7631,38,164,0,1,1,0,0
7632,57,160,1,0,1,0,1
7633,43,196,0,1,0,0,0
7634,21,181,1,1,0,0,1
7635,,189,1,1,1,0,1
7636,18,179,0,,0,0,0
7637,59,173,1,1,1,0,1
7638,49,167,0,1,1,0,1
7639,36,167,1,1,0,0,0
7640,40,161,1,1,1,0,1
7641,47,175,0,1,0,0,0
7642,28,190,1,1,0,0,1
7643,51,180,1,1,0,0,1
7644,55,155,1,1,0,0,1
7645,49,170,1,0,,0,1
7646,21,182,0,1,0,1,1
7647,38,,1,,1,0,1
7648,,147,0,1,0,0,0
7649,20,180,0,0,0,0,0
7650,49,181,1,1,1,0,1
7651,42,168,1,1,1,0,1
7652,28,173,0,0,1,0,0
7653,57,152,1,0,0,0,0
7654,26,156,0,1,0,0,0
7655,41,,0,1,0,0,0
7656,24,147,1,1,1,0,1
7657,57,155,0,0,1,0,0
7658,51,,1,1,1,0,1
7659,37,178,0,1,1,0,0
7660,40,181,1,1,1,0,1
7661,34,179,1,,0,0,0
7662,33,165,1,1,0,0,0
7663,35,170,0,1,1,0,0
7664,23,152,0,1,1,0,1
7665,23,159,1,1,1,0,1
7666,19,190,0,1,1,0,1
7667,31,156,0,1,1,0,0
7668,50,,0,1,0,0,0
7669,23,149,1,1,0,1,1
7670,27,141,0,1,,0,0
7671,34,139,0,,0,0,0
7672,43,166,1,,1,0,1
7673,,172,1,,1,0,1
7674,43,169,0,1,1,0,0
7675,48,158,0,1,1,0,0
7676,43,152,0,0,0,0,0
7677,50,162,1,1,1,0,1
7678,55,159,1,0,0,0,0
7679,56,162,1,0,0,0,0
7680,21,163,0,1,0,0,0
7681,20,164,0,1,1,0,0
7682,55,145,1,1,1,0,1
7683,23,144,0,1,0,0,0
7684,24,170,0,1,1,0,0
7685,40,154,1,1,,0,1
7686,43,174,0,1,0,1,1
7687,42,143,1,1,0,0,1
7688,48,153,1,1,1,1,1
7689,20,182,1,1,1,0,1
7690,53,157,1,0,1,0,1
7691,41,150,0,1,1,1,1
7692,40,174,0,1,0,1,1
7693,55,150,0,1,0,0,0
7694,34,172,1,1,1,,1
7695,48,167,1,1,0,0,1
7696,45,170,0,1,1,0,0
7697,28,162,1,1,,1,1
7698,36,167,1,1,0,0,1
7699,54,156,0,1,1,0,0
7700,54,173,1,1,1,0,1
7701,25,145,1,0,0,0,0
7702,30,,1,1,0,0,1
7703,33,165,0,1,0,0,0
7704,28,158,1,0,0,1,1
7705,49,184,0,,0,0,0
7706,55,196,1,1,1,0,1
7707,40,177,0,1,0,1,1
7708,28,154,1,1,1,1,1
7709,39,152,0,,1,0,0
7710,45,163,1,0,1,0,1
7711,41,,,1,1,0,0
7712,42,164,1,,1,0,1
7713,58,151,1,1,1,0,1
7714,44,162,1,,0,0,0
7715,39,169,1,1,0,0,0
7716,44,155,1,1,0,,1
7717,57,150,1,0,0,1,1
7718,50,169,0,1,1,0,1
7719,,166,0,0,1,0,0
7720,29,159,1,0,1,0,1
7721,35,161,,1,0,0,0
7722,53,173,1,1,0,,1
7723,27,150,1,0,1,0,1
7724,,164,1,1,0,0,0
7725,50,142,0,1,0,,0
7726,58,157,1,1,1,0,1
7727,24,151,1,1,1,,1
7728,18,167,1,1,1,1,1
7729,21,,0,1,0,0,0
7730,33,172,1,1,1,0,1
7731,47,173,0,1,0,0,0
7732,50,195,0,1,0,1,1
7733,52,159,1,1,0,0,1
7734,45,152,1,1,1,0,1
7735,30,148,1,1,0,0,1
7736,37,178,0,1,1,0,0
7737,47,161,1,1,1,0,1
7738,44,,0,1,1,0,0
7739,23,205,0,,1,0,0
7740,59,170,0,0,0,0,0
7741,52,149,0,1,1,0,1
7742,39,175,1,1,1,0,1
7743,49,151,0,1,0,0,0
7744,45,166,1,1,0,0,1
7745,24,180,1,0,1,0,1
7746,,185,1,1,1,0,1
7747,35,178,1,1,1,0,1
7748,19,174,1,1,1,,1
7749,37,152,0,0,0,,0
7750,44,184,1,1,0,0,1
7751,50,,0,1,1,1,1
7752,19,142,1,1,0,,1
7753,38,169,0,1,1,0,0
7754,33,175,1,1,0,0,1
7755,32,155,1,1,0,0,0
7756,36,166,1,1,1,0,1
7757,40,143,0,1,0,0,0
7758,53,164,,1,,0,1
7759,29,182,1,1,1,0,1
7760,53,163,0,1,0,1,1
7761,,147,1,0,1,1,1
7762,,162,0,1,1,0,0
7763,52,180,1,1,1,1,1
7764,29,164,1,1,0,0,0
7765,50,138,1,1,0,,1
7766,19,172,0,1,1,0,0
7767,39,168,1,1,1,0,1
7768,58,,0,0,1,0,0
7769,18,150,1,0,0,0,0
7770,50,161,1,0,1,0,1
7771,38,207,1,1,0,1,1
7772,41,165,1,0,0,0,0
7773,24,195,0,1,0,0,0
7774,42,156,0,1,0,0,0
7775,59,178,,0,1,0,1
7776,58,170,1,,0,0,1
7777,56,161,1,1,1,0,1
7778,44,164,1,1,0,0,0
7779,19,,0,1,1,0,0
7780,18,147,,1,0,0,1
7781,54,191,,1,0,0,0
7782,54,166,0,1,1,0,0
7783,59,141,1,1,1,0,1
7784,42,170,1,1,1,0,1
7785,34,167,1,1,1,1,1
7786,,179,0,1,1,0,0
7787,39,165,0,0,0,0,0
7788,46,153,,1,1,1,1
7789,,148,0,1,1,0,0
7790,45,178,1,1,1,0,1
7791,23,,1,1,0,0,1
7792,18,119,1,0,1,0,1
7793,30,176,0,1,0,0,0
7794,37,156,0,1,1,0,0
7795,45,177,0,1,1,1,1
7796,,179,0,1,0,0,0
7797,41,165,0,0,1,0,0
7798,34,172,0,1,1,0,0
7799,23,159,,1,1,0,1
7800,50,163,0,1,1,0,0
7801,43,181,1,1,1,0,1
7802,50,169,0,,0,0,0
7803,48,164,1,1,1,0,1
7804,44,140,1,0,0,0,0
7805,32,163,,1,0,0,0
7806,24,175,1,1,0,0,0
7807,30,172,0,1,1,0,0
7808,50,144,0,1,1,0,0
7809,43,169,1,1,0,0,1
7810,25,142,0,1,0,0,0
7811,28,162,0,1,0,0,0
7812,58,161,0,0,0,0,0
7813,44,160,1,1,1,,1
7814,52,155,0,1,0,0,0
7815,32,,0,1,0,0,0
7816,53,177,1,0,1,0,1
7817,19,,1,0,1,0,1
7818,,192,0,1,0,0,0
7819,45,156,0,1,1,0,0
7820,49,186,1,1,1,0,1
7821,,159,0,0,1,0,0
7822,59,185,0,1,0,0,0
7823,21,175,0,1,1,0,0
7824,19,179,0,1,1,0,0
7825,23,148,0,1,0,0,0
7826,24,159,0,0,1,0,0
7827,22,168,1,1,1,,1
7828,,168,1,,0,0,0
7829,54,162,1,1,1,0,1
7830,58,155,1,0,1,0,1
7831,54,196,0,1,0,0,0
7832,55,176,1,1,0,0,1
7833,42,177,0,1,0,0,0
7834,31,114,0,1,0,,0
7835,41,166,1,1,0,0,1
7836,,160,1,0,0,0,0
7837,53,160,0,1,1,0,0
7838,36,178,0,1,0,0,0
7839,23,164,0,1,1,0,0
7840,32,165,,1,1,0,1
7841,,156,,1,1,1,1
7842,41,191,1,0,1,0,1
7843,20,195,0,1,0,0,0
7844,40,148,1,1,0,0,1
7845,,145,1,1,1,0,1
7846,45,143,0,1,0,1,1
7847,28,175,1,1,1,0,1
7848,59,164,0,0,0,0,0
7849,38,146,1,,0,0,1
7850,24,151,0,1,0,0,0
7851,43,159,1,1,1,0,1
7852,48,168,1,1,1,0,1
7853,42,176,0,1,0,1,1
7854,41,166,1,1,1,0,1
7855,30,163,0,1,0,0,0
7856,54,156,1,1,0,1,1
7857,23,154,0,1,0,0,0
7858,36,164,1,1,1,1,1
7859,29,160,0,1,0,0,0
7860,32,163,1,0,0,0,1
7861,29,154,,1,0,0,1
7862,18,162,1,1,0,1,1
7863,41,191,1,1,1,0,1
7864,47,178,0,1,1,0,0
7865,20,190,1,1,1,0,1
7866,25,197,0,0,1,0,0
7867,18,177,1,1,0,0,0
7868,35,180,0,0,1,0,0
7869,28,168,0,1,1,0,0
7870,59,179,1,0,0,0,0
7871,56,170,1,1,1,,1
7872,27,161,0,1,0,0,0
7873,30,181,0,0,,0,0
7874,59,175,1,1,,,1
7875,58,165,1,0,0,0,0
7876,,175,1,1,0,0,1
7877,24,164,0,1,1,0,0
7878,29,,0,1,1,,0
7879,,187,,1,1,1,1
7880,44,178,1,0,0,0,0
7881,19,,1,1,1,,1
7882,28,146,0,0,0,0,0
7883,26,128,,0,1,0,0
7884,18,193,1,1,1,0,1
7885,23,176,1,0,0,0,0
7886,29,,1,0,0,1,1
7887,50,177,0,1,1,0,0
7888,40,173,0,0,1,0,0
7889,31,169,0,0,0,0,0
7890,46,,0,1,0,0,0
7891,31,163,1,1,1,1,1
7892,51,167,0,0,0,0,0
7893,,155,1,1,1,0,1
7894,39,167,1,1,1,1,1
7895,50,137,1,1,0,0,0
7896,55,174,1,1,1,0,1
7897,25,141,0,0,1,0,0
7898,45,152,0,0,0,0,0
7899,27,162,0,1,,0,0
7900,35,156,1,1,,1,1
7901,39,164,0,1,1,0,0
7902,39,167,1,1,1,0,1
7903,46,168,1,1,1,0,1
7904,48,160,1,1,0,,0
7905,55,175,0,0,1,0,0
7906,37,187,1,,0,0,0
7907,25,177,0,1,1,0,0
7908,20,148,1,1,1,0,1
7909,34,186,0,1,0,1,1
7910,46,155,1,1,1,0,1
7911,52,156,0,1,0,0,0
7912,24,160,1,1,0,0,0
7913,28,196,1,1,1,0,1
7914,26,,0,1,1,0,1
7915,22,163,1,1,1,0,1
7916,28,137,1,1,1,0,1
7917,49,180,1,1,0,0,1
7918,39,171,0,1,1,1,1
7919,28,173,1,1,0,0,1
7920,18,196,0,1,1,0,0
7921,57,154,1,0,0,0,0
7922,20,188,1,1,1,0,1
7923,22,179,1,1,0,0,0
7924,54,140,0,0,0,0,0
7925,56,167,0,1,1,,0
7926,44,178,1,1,1,0,1
7927,49,167,,,1,0,1
7928,23,173,1,1,0,0,0
7929,54,146,1,0,0,0,0
7930,55,145,1,1,,0,1
7931,54,162,1,1,1,0,1
7932,19,166,0,1,1,0,0
7933,21,174,1,,1,0,1
7934,43,165,0,1,1,,1
7935,45,159,1,1,1,0,1
7936,20,170,0,1,0,0,0
7937,54,141,1,1,1,0,1
7938,57,172,0,0,0,0,0
7939,44,137,1,1,0,0,1
7940,31,163,0,1,1,0,0
7941,32,190,1,0,1,0,1
7942,37,168,0,1,0,0,0
7943,31,166,1,1,0,0,1
7944,47,181,0,1,1,0,0
7945,30,182,1,1,0,0,1
7946,,165,1,1,1,0,1
7947,30,166,1,1,0,0,1
7948,22,157,0,0,1,0,0
7949,25,176,0,1,1,0,0
7950,21,153,1,1,0,0,0
7951,47,162,1,1,0,0,0
7952,40,156,0,0,1,0,0
7953,53,158,0,1,1,0,1
7954,25,154,0,0,0,0,0
7955,29,158,1,1,1,0,1
7956,50,170,1,1,0,0,1
7957,19,147,1,1,0,0,1
7958,59,168,0,1,1,0,0
7959,41,174,0,1,0,0,0
7960,57,150,1,1,0,0,1
7961,19,164,0,1,0,0,0
7962,34,184,1,1,1,0,1
7963,49,140,1,1,1,0,1
7964,53,177,0,1,0,1,1
7965,39,158,1,0,1,0,1
7966,43,180,1,1,1,0,1
7967,27,160,1,1,1,0,1
7968,25,164,0,1,0,0,0
7969,18,190,0,1,0,0,0
7970,32,167,1,1,1,0,1
7971,51,182,1,1,1,0,1
7972,32,173,1,1,0,0,1
7973,21,184,,0,,0,0
7974,40,163,0,1,1,0,0
7975,48,148,1,1,1,0,1
7976,35,186,0,1,0,1,1
7977,34,190,0,1,1,0,0
7978,24,155,0,1,0,0,0
7979,51,179,0,1,0,,0
7980,58,187,1,1,0,0,0
7981,48,184,,1,0,1,1
7982,33,145,0,1,0,0,0
7983,57,165,0,0,0,1,1
7984,48,127,1,1,1,0,1
7985,35,162,1,1,0,0,0
7986,48,158,0,1,0,1,1
7987,20,164,1,1,0,0,1
7988,55,163,1,0,0,0,0
7989,44,,0,1,1,1,1
7990,20,148,,0,0,0,0
7991,19,169,0,,0,0,0
7992,40,172,0,1,0,1,1
7993,23,180,0,1,1,0,0
7994,,164,,,0,0,1
7995,56,135,1,0,0,0,0
7996,29,158,1,1,1,0,1
7997,54,149,1,1,0,0,1
7998,32,174,1,1,0,0,1
7999,32,177,1,1,0,0,1
8000,,169,1,1,1,0,1
8001,,,0,0,0,0,0
8002,21,153,0,1,1,0,0
8003,57,156,1,0,1,0,1
8004,25,176,0,1,1,0,0
8005,46,205,0,1,,,0
8006,27,134,1,1,0,0,1
8007,25,183,1,1,1,0,1
8008,41,184,0,0,,0,0
8009,40,177,0,0,1,0,0
8010,52,173,1,1,1,0,1
8011,24,154,1,1,1,0,1
8012,50,166,1,1,1,1,1
8013,41,173,0,0,1,1,1
8014,22,166,0,1,1,1,1
8015,36,159,1,1,1,0,1
8016,50,146,0,1,1,0,0
8017,29,174,1,0,1,0,1
8018,43,169,0,1,0,0,0
8019,,171,1,1,0,0,1
8020,47,163,0,1,0,0,0
8021,49,163,1,1,1,0,1
8022,33,159,1,0,0,0,0
8023,47,153,1,0,0,0,0
8024,25,170,1,1,0,0,1
8025,33,151,0,1,1,0,1
8026,21,163,0,0,0,0,0
8027,23,171,1,0,,0,1
8028,23,160,0,1,0,0,0
8029,59,163,1,0,1,0,1
8030,39,133,0,1,1,0,0
8031,35,,0,1,1,0,0
8032,56,178,0,,1,0,0
8033,46,194,1,1,1,0,1
8034,19,,1,0,0,1,1
8035,33,165,0,0,0,0,0
8036,41,168,1,1,1,0,1
8037,58,165,1,1,1,0,1
8038,53,166,0,1,1,0,0
8039,28,165,1,0,0,1,1
8040,58,153,0,1,0,0,0
8041,53,159,0,1,0,0,0
8042,,178,1,0,0,1,1
8043,46,165,1,1,1,0,1
8044,40,154,1,1,,0,0
8045,48,168,1,1,1,0,1
8046,57,171,0,0,1,0,0
8047,33,159,1,1,0,1,1
8048,42,156,1,0,1,0,1
8049,57,182,1,0,1,0,1
8050,51,150,1,1,1,1,1
8051,34,163,,0,1,0,0
8052,40,146,0,1,0,0,0
8053,18,170,0,1,1,0,0
8054,53,164,1,1,1,0,1
8055,40,175,1,1,1,0,1
8056,30,175,1,1,0,0,0
8057,55,185,1,0,0,0,0
8058,24,170,1,0,0,0,0
8059,28,173,1,1,0,0,1
8060,33,164,1,0,1,0,1
8061,46,164,1,1,1,0,1
8062,41,166,1,1,1,0,1
8063,18,171,1,0,0,0,0
8064,18,155,1,1,1,0,1
8065,28,146,1,1,1,0,1
8066,50,148,0,1,1,0,0
8067,18,153,0,1,0,0,0
8068,53,188,1,1,1,0,1
8069,18,172,1,1,1,0,1
8070,49,154,1,1,1,,1
8071,28,168,0,1,1,0,0
8072,58,179,1,0,1,0,1
8073,29,141,1,1,1,0,1
8074,25,167,1,1,0,0,1
8075,57,152,1,0,1,0,1
8076,29,168,1,1,0,0,1
8077,23,179,0,1,0,0,0
8078,37,166,0,1,0,0,0
8079,48,161,0,0,1,0,0
8080,48,189,1,1,0,0,0
8081,43,159,,1,0,0,0
8082,23,183,0,1,0,0,0
8083,49,164,0,0,1,0,0
8084,28,177,1,1,0,0,1
8085,47,165,1,1,0,1,1
8086,44,167,1,1,1,1,1
8087,22,164,0,1,0,0,0
8088,32,186,1,0,0,0,1
8089,38,179,,1,,0,0
8090,38,158,1,,0,,1
8091,57,143,1,0,1,0,1
8092,45,183,1,1,1,0,1
8093,18,141,0,1,1,0,0
8094,18,170,0,1,1,0,0
8095,20,161,0,1,,0,0
8096,23,144,,1,1,,1
8097,36,166,1,1,1,0,1
8098,26,159,0,1,0,0,0
8099,18,167,1,0,1,0,1
8100,27,138,0,1,1,0,0
8101,42,156,1,,1,0,1
8102,20,195,0,0,1,0,0
8103,48,162,0,1,1,0,0
8104,23,175,1,1,0,0,0
8105,58,169,1,0,0,0,0
8106,45,171,1,1,0,0,1
8107,51,167,1,1,1,0,1
8108,33,183,0,1,0,0,0
8109,56,141,0,1,0,0,0
8110,23,155,,1,0,0,1
8111,31,164,1,0,1,0,1
8112,20,168,0,1,0,1,1
8113,48,156,0,1,0,0,0
8114,33,153,0,1,0,0,0
8115,50,134,1,,1,0,1
8116,29,183,1,1,1,0,1
8117,,189,0,1,0,0,0
8118,59,171,0,0,1,,0
8119,33,166,0,1,0,0,0
8120,28,158,1,1,1,0,1
8121,31,168,0,1,1,0,0
8122,25,161,0,1,1,,0
8123,31,184,0,1,1,0,0
8124,40,158,1,1,0,0,1
8125,53,181,0,0,0,0,0
8126,42,179,1,1,0,0,1
8127,36,,0,1,0,0,0
8128,36,169,1,1,1,0,1
8129,32,173,0,0,0,0,0
8130,56,151,1,0,1,0,1
8131,32,160,1,1,,0,1
8132,36,158,0,1,1,0,1
8133,37,149,1,1,1,0,1
8134,52,139,1,1,0,,1
8135,30,183,0,1,0,1,1
8136,20,161,1,1,1,0,1
8137,56,178,1,0,,0,0
8138,25,173,0,1,0,,0
8139,29,152,1,1,1,0,1
8140,58,196,0,1,0,0,0
8141,32,156,1,0,0,0,0
8142,42,112,1,1,0,0,1
8143,33,161,0,1,0,0,0
8144,21,,1,,1,0,1
8145,26,159,0,1,1,0,0
8146,48,,1,1,1,0,1
8147,48,162,1,1,1,0,1
8148,53,154,0,0,1,0,0
8149,51,139,1,0,0,0,0
8150,39,143,,1,0,0,1
8151,31,140,0,0,1,0,0
8152,,165,1,1,0,0,0
8153,35,154,1,1,0,0,0
8154,31,158,0,1,1,1,1
8155,54,169,0,1,0,0,0
8156,22,163,1,1,0,0,1
8157,43,,0,1,1,0,1
8158,44,146,1,1,0,0,1
8159,41,170,0,0,1,0,0
8160,56,154,1,1,0,0,1
8161,42,179,0,1,0,0,0
8162,36,170,1,0,0,0,0
8163,38,161,1,1,1,0,1
8164,31,148,1,1,1,0,1
8165,42,144,1,1,0,0,1
8166,44,174,0,0,0,1,1
8167,26,190,0,1,0,0,0
8168,57,168,1,0,0,0,0
8169,55,168,0,1,0,0,0
8170,51,137,0,1,0,0,0
8171,46,161,1,1,0,0,1
8172,45,172,0,1,1,0,0
8173,48,148,1,1,1,0,1
8174,32,180,0,0,1,0,0
8175,28,176,1,1,0,0,1
8176,45,,1,1,1,0,1
8177,38,142,1,0,1,0,1
8178,40,150,0,1,0,1,1
8179,55,170,0,0,0,0,0
8180,47,164,1,1,0,0,1
8181,30,156,,1,0,0,1
8182,38,174,1,1,0,0,1
8183,20,165,1,1,0,0,0
8184,33,171,1,1,0,1,1
8185,20,175,0,1,0,0,0
8186,59,155,0,1,0,,0
8187,19,165,,1,0,0,1
8188,51,175,1,1,1,0,1
8189,21,185,1,1,1,0,1
8190,57,160,1,1,1,0,1
8191,41,145,1,1,,0,1
8192,22,217,0,1,1,0,0
8193,57,193,1,0,0,0,0
8194,22,,1,0,1,0,1
8195,23,178,1,1,0,0,0
8196,25,187,1,0,0,0,0
8197,25,154,0,0,0,0,0
8198,,210,0,1,1,1,1
8199,43,182,1,,0,0,1
8200,25,164,1,1,0,0,1
8201,,165,1,0,1,0,0
8202,22,178,1,1,1,0,1
8203,19,159,0,,1,0,0
8204,,148,0,1,1,0,1
8205,28,165,0,0,1,0,0
8206,,172,,1,,1,1
8207,58,162,1,0,0,0,0
8208,57,193,1,,0,0,1
8209,50,187,0,1,0,0,0
8210,54,191,0,1,0,1,1
8211,41,138,0,1,0,0,0
8212,37,191,1,1,0,0,1
8213,21,164,1,1,0,0,1
8214,,134,1,0,1,0,1
8215,21,157,1,1,1,0,1
8216,18,154,1,1,1,0,1
8217,45,173,0,1,1,0,0
8218,38,145,0,0,1,0,0
8219,45,161,1,0,1,,1
8220,58,160,1,1,1,0,1
8221,32,188,1,1,1,0,1
8222,35,167,1,0,0,0,0
8223,54,162,,1,1,0,0
8224,30,163,0,0,0,0,0
8225,45,151,1,0,1,0,1
8226,28,196,1,,0,0,1
8227,43,178,1,1,0,0,0
8228,,162,1,0,0,0,0
8229,25,184,1,1,0,0,1
8230,57,165,1,0,1,0,1
8231,,182,0,1,,0,0
8232,21,200,1,1,0,,0
8233,56,180,1,1,1,0,1
8234,51,164,0,1,0,,0
8235,50,167,0,,0,0,0
8236,42,188,,0,1,0,0
8237,19,,0,1,1,0,0
8238,43,166,1,1,0,0,0
8239,32,179,1,1,0,1,1
8240,28,174,0,0,0,0,0
8241,56,175,0,0,0,0,0
8242,31,174,1,1,1,0,1
8243,29,182,0,1,0,,0
8244,58,163,0,0,0,0,0
8245,,161,0,1,1,1,1
8246,52,160,0,0,1,0,0
8247,23,170,1,0,0,0,0
8248,58,148,0,0,1,0,0
8249,18,155,0,1,1,0,0
8250,34,183,1,1,0,0,1
8251,29,156,1,1,0,0,1
8252,32,167,1,0,1,0,1
8253,32,160,1,1,1,0,1
8254,49,169,0,1,1,0,0
8255,57,156,1,0,0,,0
8256,50,174,1,1,1,0,1
8257,36,132,1,1,1,0,1
8258,52,169,1,1,1,1,1
8259,26,185,0,1,1,0,0
8260,44,170,1,1,1,0,1
8261,47,179,1,1,0,0,0
8262,49,157,0,0,0,1,1
8263,50,146,1,0,1,0,1
8264,28,161,1,1,0,0,1
8265,45,170,1,1,0,0,1
8266,37,168,0,1,1,1,1
8267,56,141,1,1,1,0,1
8268,20,151,0,1,1,0,0
8269,31,,0,1,1,0,0
8270,51,166,,1,0,0,0
8271,49,188,0,1,1,0,0
8272,33,168,0,1,,0,0
8273,34,164,0,1,0,1,1
8274,56,191,0,0,0,0,0
8275,49,150,0,0,0,1,1
