id,store_id,area,temperature,season,weather,day,custom_num,cost,sales
7252,802,6,11,3,2,3,859,120,61200
7253,297,5,26,,0,6,797,110,248710
7254,149,1,14,3,0,1,782,108,83700
7255,714,6,18,0,1,3,660,108,104436
7256,,6,27,1,1,5,853,110,223850
7257,81,4,18,2,1,6,,110,97240
7258,486,6,11,3,0,1,678,108,72468
7259,825,0,21,0,0,6,622,108,145476
7260,390,1,-3,3,0,0,657,120,57000
7261,907,5,30,1,0,1,759,108,291276
7262,189,0,19,2,2,3,584,110,79530
7263,368,0,13,3,2,1,543,108,38124
7264,989,1,21,2,1,2,810,108,155196
7265,461,2,31,1,2,,721,108,186300
7266,878,1,26,,1,6,771,120,219600
7267,659,4,15,0,,6,695,110,137830
7268,249,5,15,0,1,1,696,110,116710
7269,,3,15,0,0,3,574,120,121560
7270,313,3,24,2,0,0,,110,156090
7271,656,,10,3,1,4,644,110,56320
7272,838,2,19,0,2,1,588,110,77770
7273,168,0,,3,1,5,717,108,62424
7274,975,2,35,1,1,2,783,108,255204
7275,190,1,15,0,0,4,655,110,126720
7276,194,4,14,3,0,1,458,,45576
7277,522,6,16,0,0,4,614,120,132120
7278,297,4,11,3,0,2,754,108,78192
7279,938,6,18,0,1,1,,108,145476
7280,424,4,32,1,1,3,636,110,208120
7281,925,3,23,0,1,5,563,,113300
7282,74,6,21,1,0,6,905,108,245052
7283,330,0,9,3,0,2,705,,60264
7284,671,,28,1,1,,657,110,211200
7285,593,6,28,1,0,1,791,110,314490
7286,867,0,5,3,0,0,667,110,55880
7287,,6,20,0,0,3,855,108,196992
7288,484,,28,1,1,2,588,110,197780
7289,61,3,-3,3,0,0,909,108,75600
7290,849,3,23,2,1,3,750,120,161160
7291,881,3,40,1,1,5,621,110,201410
7292,469,2,18,2,1,1,,120,111000
7293,923,0,29,1,0,5,683,108,263628
7294,281,2,23,2,0,1,843,108,196128
7295,943,2,19,2,0,0,729,120,159720
7296,182,5,21,0,0,5,699,108,160380
7297,456,5,13,3,1,0,726,110,64460
7298,993,4,34,1,1,6,701,110,231000
7299,762,0,28,1,0,2,,108,271728
7300,367,1,25,1,2,2,746,108,153252
7301,457,2,10,3,0,6,878,108,92124
7302,907,0,22,,2,2,817,108,152172
7303,176,6,5,3,2,2,597,108,29700
7304,604,6,24,1,1,,960,110,224840
7305,784,,6,3,2,5,858,,52920
7306,240,0,,3,1,1,678,108,44280
7307,962,2,13,3,0,,775,108,77760
7308,200,2,36,1,2,3,655,110,172480
7309,417,0,9,3,0,2,640,110,50820
7310,635,3,20,2,0,3,755,108,176148
7311,688,4,15,2,0,1,567,110,112420
7312,398,2,21,0,1,5,759,108,145044
7313,680,6,31,1,1,0,740,108,240300
7314,321,2,7,3,0,2,783,108,62964
7315,686,3,39,1,0,6,650,110,256960
7316,223,0,12,3,2,4,764,108,52596
7317,790,3,15,0,0,1,763,110,149380
7318,192,3,18,0,0,6,864,108,165456
7319,716,6,10,3,0,0,841,108,90828
7320,168,0,14,3,0,2,784,108,80352
7321,760,5,24,0,0,2,801,108,181656
7322,511,2,3,3,0,6,802,120,76320
7323,448,2,,3,2,2,709,108,38448
7324,988,0,23,2,1,1,845,108,159300
7325,159,4,35,1,1,0,632,120,229800
7326,60,1,5,3,0,,548,108,44172
7327,382,3,46,1,2,,913,108,235872
7328,284,0,31,1,1,3,777,120,276360
7329,124,1,22,,0,4,769,108,176472
7330,504,6,24,0,1,4,651,108,123444
7331,697,6,18,0,1,0,833,110,133760
7332,,4,0,3,0,3,532,110,41800
7333,96,3,16,2,0,6,595,108,114588
7334,106,0,14,2,0,,756,110,96690
7335,299,5,21,0,2,3,864,120,152280
7336,503,0,23,2,,2,712,110,172040
7337,,3,19,0,1,3,792,108,126144
7338,498,3,21,0,1,1,705,110,134970
7339,721,2,25,1,0,2,742,,232200
7340,93,6,20,2,1,0,718,110,142010
7341,486,3,12,3,1,0,689,108,64908
7342,538,4,42,1,2,3,954,108,246348
7343,729,6,27,,1,6,713,108,183924
7344,978,2,34,1,1,5,617,110,205920
7345,435,2,13,0,1,4,725,108,73332
7346,852,2,27,1,0,1,610,108,190728
7347,303,4,26,1,2,1,769,108,153252
7348,825,3,21,2,1,4,784,110,158070
7349,41,0,41,1,0,1,669,108,266112
7350,455,0,15,0,1,3,561,110,88220
7351,226,5,16,2,0,2,771,110,146410
7352,412,2,11,3,2,0,510,108,35964
7353,672,0,24,0,0,3,571,110,134200
7354,497,2,15,2,0,3,735,108,141156
7355,486,3,40,1,0,6,800,120,340320
7356,652,3,28,1,1,2,734,108,236520
7357,600,3,15,2,0,5,657,110,131890
7358,110,2,15,2,0,,741,120,154080
7359,494,4,25,1,0,4,630,120,216600
7360,199,3,17,0,0,3,837,120,179400
7361,457,,20,0,0,3,719,108,169668
7362,956,4,9,3,0,6,649,110,54340
7363,295,0,28,1,1,3,839,110,276760
7364,301,3,10,3,0,1,741,108,78192
7365,161,3,-10,3,0,5,771,108,67392
7366,94,5,28,1,0,5,632,120,271440
7367,995,4,16,0,1,4,537,120,95160
7368,60,,33,1,2,3,908,110,227260
7369,930,1,27,1,1,2,702,108,181332
7370,999,2,16,0,1,4,817,110,135410
7371,450,1,10,3,0,3,488,108,55620
7372,157,2,33,1,0,,707,120,302280
7373,888,5,25,1,2,2,635,110,132990
7374,167,4,18,0,1,6,708,108,111996
7375,831,3,24,0,1,6,567,110,113740
7376,662,2,36,1,1,6,595,,192940
7377,739,2,10,3,,3,661,108,66636
7378,53,0,9,3,2,2,,120,37560
7379,704,3,26,1,2,2,684,108,140724
7380,26,6,17,2,,6,468,108,75600
7381,68,3,31,1,0,0,713,110,284020
7382,501,5,22,0,0,5,659,108,151956
7383,43,2,27,1,1,1,654,120,187320
7384,431,2,13,3,0,4,737,110,82280
7385,137,3,20,2,1,4,581,108,113832
7386,582,6,18,2,1,2,566,108,91044
7387,925,1,16,0,,0,779,110,123970
7388,5,5,25,1,0,0,565,110,123200
7389,513,0,32,1,1,1,862,108,282420
7390,,1,18,2,1,1,713,120,129120
7391,598,5,19,0,0,4,638,120,136800
7392,26,4,44,1,1,5,703,108,225288
7393,861,2,23,2,1,0,769,,164400
7394,645,5,32,1,2,3,689,108,175716
7395,400,2,19,0,0,3,738,108,137700
7396,922,3,17,2,2,4,,110,106700
7397,300,4,31,1,1,4,,108,227232
7398,282,1,18,2,0,3,837,120,180600
7399,78,6,13,3,0,3,507,108,55836
7400,856,4,,2,0,0,857,108,194940
7401,648,1,10,3,0,1,591,110,59950
7402,787,5,19,0,0,4,679,120,144480
7403,989,3,19,2,0,0,700,108,131112
7404,887,1,26,1,0,2,778,108,243864
7405,315,5,5,3,0,5,650,,54432
7406,75,4,23,0,0,2,1004,108,236412
7407,174,5,17,2,1,1,,110,150920
7408,789,3,14,,0,6,838,120,97440
7409,450,6,22,2,0,6,759,108,174528
7410,189,5,28,1,0,4,635,108,244296
7411,57,1,29,1,1,2,710,110,233860
7412,,6,2,3,2,0,706,108,37476
7413,53,1,16,0,2,5,655,110,83820
7414,368,0,30,1,0,4,745,108,287928
7415,452,1,24,0,0,2,830,108,196236
7416,121,0,31,1,2,2,624,108,161244
7417,,4,14,3,0,0,672,110,71830
7418,338,5,20,0,,4,696,108,161244
7419,678,1,28,1,1,5,645,108,204444
7420,449,5,21,0,0,5,4271,110,1013210
7421,644,0,24,2,0,3,584,120,155880
7422,125,3,24,0,0,1,793,120,207600
7423,231,2,1,3,0,5,766,120,70680
7424,403,4,20,2,0,0,580,108,133704
7425,859,3,21,2,0,4,546,108,125496
7426,391,5,27,1,1,0,713,120,203520
7427,368,3,20,2,0,,723,120,184440
7428,373,5,19,2,2,2,755,120,106560
7429,477,6,25,1,2,2,724,,151524
7430,866,4,13,3,0,1,638,108,66528
7431,856,3,26,1,0,4,786,110,252890
7432,825,5,14,,,3,686,108,72576
7433,460,3,25,1,1,3,801,108,207036
7434,325,0,43,1,0,1,731,108,284472
7435,556,2,11,3,0,2,706,108,74088
7436,13,3,19,2,0,4,703,120,149640
7437,496,2,4,3,0,6,830,108,66852
7438,422,,14,3,1,3,744,108,61884
7439,207,4,29,1,0,2,659,120,289440
7440,0,,28,1,1,0,759,110,374990
7441,,0,36,,0,1,737,,286660
7442,435,0,24,2,1,4,724,108,136620
7443,708,0,25,1,0,4,612,108,189324
7444,45,2,12,3,0,2,825,110,82720
7445,662,1,18,2,2,5,661,110,85800
7446,798,3,14,3,0,1,703,108,70740
7447,,5,8,3,0,0,636,108,51516
7448,544,0,22,0,0,0,773,108,178956
7449,631,6,18,0,1,6,468,108,75816
7450,607,4,20,2,0,5,564,110,134090
7451,45,1,12,3,0,1,748,108,75924
7452,100,1,20,2,0,3,775,110,182050
7453,899,0,5,3,0,,788,120,73680
7454,700,4,31,1,1,0,800,110,263010
7455,931,3,2,3,0,0,751,108,64152
7456,19,0,16,0,0,0,631,108,123228
7457,610,5,25,1,0,0,627,120,217200
7458,657,2,20,2,0,2,878,120,225360
7459,236,5,3,3,0,3,757,108,64260
7460,259,6,15,0,0,1,785,120,173280
7461,700,2,5,3,0,3,789,108,67068
7462,456,3,23,1,1,5,734,108,169128
7463,65,4,-2,3,0,4,525,110,43010
7464,655,2,17,2,0,3,786,120,171000
7465,873,5,35,1,0,5,741,110,293920
7466,264,1,12,3,0,3,790,120,88800
7467,376,4,21,0,1,0,868,108,168264
7468,308,2,10,3,1,6,538,110,49280
7469,918,1,12,3,0,0,751,120,90000
7470,10,5,8,3,2,0,674,,36850
7471,44,4,41,1,2,6,774,110,203720
7472,140,0,,1,1,6,750,108,245376
7473,3,6,27,1,0,,653,110,209110
7474,278,2,18,0,0,1,748,108,146016
7475,652,4,0,3,0,5,655,108,56160
7476,665,4,11,3,0,0,550,108,57780
7477,,3,39,1,1,3,663,120,237840
7478,90,6,,3,0,0,540,110,56210
7479,552,6,29,1,0,2,769,108,298404
7480,,0,11,3,0,6,685,108,67176
7481,640,4,30,1,0,6,596,110,237050
7482,695,1,24,2,0,2,,108,127764
7483,59,4,31,1,2,1,745,,216000
7484,742,5,17,0,1,3,856,108,134028
7485,180,4,36,1,1,5,555,108,177444
7486,155,4,19,2,0,0,757,110,151030
7487,552,4,37,1,1,2,671,108,217512
7488,484,4,31,1,1,0,659,120,234120
7489,725,1,17,2,2,5,612,108,77004
7490,21,,15,0,0,4,557,108,106380
7491,454,2,10,3,0,2,794,108,79056
7492,76,2,29,1,1,0,789,108,254232
7493,647,1,22,2,1,6,741,110,146850
7494,131,0,39,1,0,5,611,108,239112
7495,504,6,23,0,0,0,873,110,206470
7496,970,0,,1,1,1,544,110,177650
7497,27,4,2,3,0,1,727,120,69480
7498,697,1,24,0,1,0,761,120,162960
7499,241,3,14,3,0,0,567,108,55836
7500,497,5,32,1,0,1,778,108,301428
7501,344,5,27,1,2,4,4011,120,920760
7502,177,6,18,0,0,5,630,108,123660
7503,174,4,25,1,0,5,640,108,199260
7504,713,6,8,3,0,3,661,110,56430
7505,492,3,15,2,2,5,696,108,87048
7506,36,4,21,0,0,1,721,,172810
7507,520,6,14,3,1,0,595,110,53790
7508,393,0,39,1,1,6,615,120,223200
7509,483,3,34,1,1,4,608,108,195588
7510,385,4,33,1,2,6,809,110,211970
7511,,0,21,0,0,3,606,120,153960
7512,404,2,42,1,0,1,500,110,196130
7513,45,6,30,1,0,3,697,,271296
7514,857,2,26,1,0,5,652,108,205848
7515,172,6,18,2,0,4,793,108,157032
7516,601,6,19,2,0,1,792,,169320
7517,965,,18,,0,1,780,108,150876
7518,320,3,19,0,0,6,521,108,98280
7519,103,3,15,2,2,1,,108,81432
7520,314,1,34,1,0,0,540,108,213624
7521,,3,14,2,1,,671,108,74952
7522,326,6,18,0,2,3,557,108,69984
7523,,5,20,0,1,3,552,120,120960
7524,754,4,25,1,1,3,715,108,183492
7525,529,5,27,1,1,4,703,108,186408
7526,779,2,,0,1,3,616,108,121392
7527,17,0,17,0,2,3,832,108,107568
7528,805,6,30,1,0,2,808,,316116
7529,606,4,8,3,2,1,804,120,48600
7530,185,1,20,2,0,5,655,108,153036
7531,881,2,4,,0,5,600,110,50490
7532,713,0,28,1,1,5,600,108,192672
7533,780,2,19,0,1,,750,110,125730
7534,913,0,20,2,0,1,,120,162360
7535,638,4,19,2,0,2,894,108,168804
7536,804,3,18,,1,2,813,,132000
7537,672,5,28,1,0,2,693,120,296520
7538,383,3,36,1,0,3,716,120,306240
7539,899,6,17,2,0,3,623,110,125290
7540,505,5,14,0,1,3,585,,63288
7541,886,4,24,0,0,2,624,110,144210
7542,972,3,30,1,2,6,739,108,187704
7543,117,4,9,3,1,2,,120,300240
7544,239,0,,0,1,6,642,110,104390
7545,677,6,41,1,1,2,646,108,208224
7546,500,4,21,0,1,2,627,108,122688
7547,711,5,22,2,1,4,696,108,139212
7548,238,1,2,3,0,6,747,110,65560
7549,701,2,22,0,1,3,684,108,132948
7550,517,0,25,1,2,1,753,120,173160
7551,145,3,28,1,1,5,776,108,249372
7552,274,4,18,0,0,5,627,110,121880
7553,530,0,1,,0,5,560,108,45900
7554,849,5,30,1,2,,616,108,159084
7555,545,2,12,3,0,5,749,108,77112
7556,650,1,22,2,0,1,693,108,158868
7557,305,3,17,0,0,6,633,108,128520
7558,521,0,,1,1,5,535,108,169776
7559,666,3,14,3,,0,4067,110,433840
7560,132,6,28,1,0,,4143,108,1609092
7561,872,5,15,2,0,,856,108,165024
7562,,0,22,2,0,5,837,108,191268
7563,114,,16,0,1,1,681,120,127680
7564,229,1,15,2,0,2,664,110,130020
7565,327,0,16,2,0,0,769,108,149580
7566,353,2,25,1,1,6,744,108,191484
7567,785,5,30,,0,3,635,108,243108
7568,764,3,23,2,1,4,434,108,84996
7569,495,4,,,0,2,605,110,65450
7570,487,6,27,1,0,0,592,110,186230
7571,,0,43,1,1,1,590,110,194590
7572,17,0,27,1,2,1,706,120,159480
7573,870,2,18,,1,3,557,108,88560
7574,712,0,18,0,0,2,635,108,125712
7575,614,6,29,1,1,2,579,120,209760
7576,570,6,28,1,1,5,566,108,182736
7577,87,2,17,2,0,0,694,108,133596
7578,951,5,20,0,1,0,579,108,110484
7579,162,0,21,0,0,1,588,108,133596
7580,741,4,,1,0,5,762,110,290070
7581,987,0,17,2,0,5,649,120,138360
7582,708,2,14,3,0,1,655,108,62748
7583,642,2,22,1,0,3,655,108,184572
7584,493,6,16,0,0,4,814,108,159192
7585,881,5,26,1,1,4,647,,170720
7586,793,5,38,1,2,2,820,120,232920
7587,326,4,25,1,0,2,650,120,221040
7588,138,4,41,1,,6,668,108,172692
7589,531,6,15,0,2,4,607,108,71496
7590,941,4,9,3,0,3,,108,56268
7591,847,6,14,3,0,3,595,110,61930
7592,84,0,18,0,1,1,632,108,102276
7593,437,6,,3,0,2,,108,78408
7594,975,3,12,3,0,6,708,108,70632
7595,,4,37,1,1,5,659,120,235320
7596,803,5,,2,1,2,594,108,94392
7597,943,3,33,1,1,6,841,108,274428
7598,711,4,13,3,0,3,652,,73680
7599,872,4,30,1,0,6,,110,298210
7600,828,,21,2,0,2,792,108,185436
7601,548,1,28,1,1,0,,108,211680
7602,625,4,22,0,1,0,634,108,121284
7603,924,1,33,1,1,0,778,108,248832
7604,428,5,,1,1,4,731,110,241560
7605,558,1,0,3,0,,776,108,62532
7606,,6,13,3,0,3,683,108,68364
7607,356,2,13,3,0,2,685,108,72036
7608,87,5,25,1,2,,689,110,144100
7609,163,6,,0,0,5,478,120,101880
7610,92,1,23,2,0,3,933,108,217188
7611,18,3,9,3,1,3,633,110,43450
7612,590,4,31,1,1,,605,110,196130
7613,743,4,17,0,0,6,794,,150876
7614,148,3,29,1,2,0,779,108,201744
7615,36,0,24,,1,6,717,108,138348
7616,840,4,12,3,0,3,629,108,62424
7617,368,0,10,3,0,4,770,108,81864
7618,871,1,4,3,0,0,513,108,42552
7619,525,1,8,3,0,2,,108,54648
7620,619,4,20,,0,0,721,108,166860
7621,488,5,17,0,0,0,654,,126468
7622,277,0,23,2,0,1,854,110,202180
7623,315,2,25,1,1,0,651,110,168190
7624,239,5,19,2,1,5,768,120,138000
7625,189,4,39,1,2,3,760,108,196776
7626,480,4,35,1,0,1,701,120,303480
7627,288,1,30,1,2,3,881,108,227880
7628,30,3,-6,3,1,2,536,110,42130
7629,,3,5,3,,6,566,108,43200
7630,91,0,47,1,0,0,646,108,248832
7631,445,5,35,1,2,2,715,108,186624
7632,924,2,21,2,2,4,743,108,115020
7633,824,5,22,,0,4,521,110,123970
7634,791,1,13,3,0,0,771,110,81290
7635,348,2,3,3,0,6,618,108,52272
7636,952,6,13,3,0,3,656,108,65232
7637,322,2,30,1,1,1,761,108,248508
7638,788,3,,,0,5,3886,120,356760
7639,342,0,30,1,0,3,944,110,374660
7640,608,3,28,1,1,0,604,108,195696
7641,903,2,16,0,1,4,550,108,85428
7642,440,1,14,3,0,2,524,108,54756
7643,277,,11,3,0,6,,108,53676
7644,,4,7,3,0,3,718,108,58536
7645,915,2,13,3,0,0,,108,61020
7646,857,2,29,,1,1,717,108,231876
7647,175,2,19,2,0,4,508,120,110520
7648,421,0,13,3,0,0,567,108,57348
7649,88,2,14,3,0,6,617,110,65120
7650,851,2,31,1,1,4,682,,223190
7651,439,2,3,3,0,0,786,108,69552
7652,682,,28,1,0,0,784,,307780
7653,525,,35,1,1,0,660,108,214596
7654,428,4,39,1,1,0,621,108,200016
7655,603,0,34,1,2,6,598,110,159390
7656,342,5,26,1,2,2,712,110,152130
7657,347,3,17,2,0,3,806,120,176520
7658,643,5,18,0,2,1,853,108,112536
7659,441,,,1,1,6,548,108,181764
7660,161,,17,0,0,6,792,110,157410
7661,797,3,12,3,0,0,823,110,83380
7662,341,3,28,1,0,2,,108,256284
7663,66,3,30,,1,1,634,120,223680
7664,38,6,9,3,0,4,779,110,99550
7665,408,6,15,2,0,2,569,,110990
7666,209,3,20,2,0,1,728,120,188640
7667,589,6,21,0,1,2,844,110,168520
7668,457,,28,1,,0,780,108,298188
7669,745,3,28,1,1,5,512,120,181320
7670,537,4,11,3,2,3,711,110,46530
7671,37,1,18,0,0,4,789,110,156090
7672,,5,29,1,2,4,646,108,167832
7673,925,5,2,3,0,,885,108,74844
7674,367,,15,2,0,2,424,108,81324
7675,903,2,32,,2,5,567,110,147950
7676,314,2,30,1,1,1,567,108,181548
7677,923,1,21,2,0,3,580,110,136180
7678,924,3,10,3,0,2,,120,70440
7679,854,1,20,2,0,2,816,108,189648
7680,68,0,25,1,1,3,736,120,210240
7681,963,6,8,3,1,1,586,108,37908
7682,,5,9,3,1,5,746,108,56268
7683,231,3,2,3,1,6,724,110,51370
7684,154,4,22,2,1,0,602,110,120450
7685,250,1,33,1,1,2,883,108,282852
7686,649,5,21,0,1,0,690,110,136070
7687,955,5,35,1,2,1,822,110,211750
7688,873,4,20,2,0,6,659,108,145260
7689,244,0,23,2,0,6,661,110,156200
7690,183,,16,0,,5,675,108,104328
7691,839,6,20,2,1,4,714,110,137500
7692,,0,22,1,0,,662,110,185680
7693,395,6,21,0,1,4,714,108,137484
7694,198,1,,2,0,,677,120,171120
7695,348,6,26,1,0,0,776,110,248820
7696,877,0,35,1,1,4,621,120,225600
7697,,2,15,,0,,535,120,116280
7698,167,0,15,0,1,1,813,108,131436
7699,569,1,33,1,2,5,833,108,209628
7700,250,0,28,1,2,5,604,110,161700
7701,923,4,26,1,2,1,746,108,150012
7702,415,6,27,1,,4,816,108,212976
7703,931,4,2,3,0,6,552,108,48816
7704,140,0,34,1,1,0,722,120,256080
7705,832,,28,1,1,0,,108,218484
7706,767,6,13,3,2,5,,120,54240
7707,663,4,9,3,0,,784,108,66852
7708,645,4,15,0,,5,663,108,105084
7709,695,2,12,3,0,0,519,108,54432
7710,192,3,15,0,1,,,120,129360
7711,,3,20,,0,0,3935,120,1018440
7712,383,5,23,0,1,3,511,120,112440
7713,10,3,14,3,0,2,823,108,85320
7714,669,2,30,1,1,2,790,120,281520
7715,319,2,18,2,2,5,663,108,86616
7716,977,4,0,3,0,3,942,108,78300
7717,816,2,29,1,1,0,618,110,201410
7718,210,2,3,3,0,2,640,110,50820
7719,571,1,17,0,2,5,789,110,99440
7720,116,4,,0,2,1,627,120,85680
7721,,0,28,1,0,3,738,108,287064
7722,957,5,40,1,1,4,803,108,262440
7723,138,2,18,0,0,5,774,120,164400
7724,147,3,16,0,1,5,803,110,131890
7725,741,3,,2,0,6,757,108,168156
7726,77,5,4,,0,6,792,110,64570
7727,185,2,27,1,1,5,738,108,188892
7728,963,2,22,2,1,5,658,108,124956
7729,548,5,21,2,0,3,754,108,176904
7730,515,,0,3,0,5,859,120,78720
7731,419,0,15,0,0,1,671,120,143760
7732,967,6,17,2,0,3,605,108,120096
7733,758,3,27,1,0,0,796,120,275160
7734,,3,25,1,1,5,674,108,177660
7735,84,0,20,2,0,2,774,120,201600
7736,860,5,28,1,2,4,796,110,208670
7737,584,5,21,,1,0,921,120,198720
7738,8,3,24,2,0,6,842,108,195156
7739,,5,23,0,1,2,669,108,128952
7740,977,1,24,0,1,1,733,110,148060
7741,380,5,26,1,2,1,716,110,149710
7742,709,0,13,3,0,0,596,110,63030
7743,,2,16,2,2,2,,120,110040
7744,221,1,24,0,1,6,888,108,172368
7745,955,6,18,2,,0,599,108,115128
7746,720,2,31,1,1,5,745,108,240408
7747,441,5,19,2,0,6,801,110,157080
7748,372,,24,2,2,0,626,110,101200
7749,854,2,20,2,0,6,653,,155540
7750,739,3,15,2,0,2,706,120,155160
7751,,,17,2,0,2,621,110,121880
7752,867,,23,2,0,1,771,108,179496
7753,592,3,25,1,1,2,483,110,124520
7754,117,2,10,3,0,2,623,108,59508
7755,411,,25,1,0,1,605,108,191376
7756,608,3,28,1,0,,785,108,299808
7757,303,5,12,3,0,0,,108,82404
7758,450,4,23,0,0,4,718,108,169344
7759,11,3,31,1,1,0,866,110,286220
7760,82,5,27,,0,3,663,108,201204
7761,216,3,24,2,,2,697,108,110052
7762,,5,25,1,1,,746,110,197780
7763,128,0,17,0,1,1,637,108,107784
7764,621,1,14,3,,1,719,108,73764
7765,,6,9,3,0,0,773,108,66528
7766,200,0,44,1,0,3,596,,230580
7767,87,4,15,2,2,0,782,110,100980
7768,513,1,10,3,0,2,682,108,71280
7769,251,4,30,1,1,,762,108,241812
7770,349,3,26,,1,6,732,108,185436
7771,47,1,8,3,0,3,729,108,62208
7772,614,2,23,2,0,4,597,108,142992
7773,230,5,31,1,2,3,702,120,201840
7774,236,3,30,1,0,3,812,110,316800
7775,434,1,18,2,0,1,637,108,122472
7776,977,4,23,0,1,6,780,,156090
7777,211,0,35,1,0,3,808,110,320650
7778,125,5,16,2,0,1,683,108,134676
7779,729,2,23,2,0,2,692,108,158328
7780,638,5,12,,0,1,688,110,70620
7781,965,6,23,0,0,6,736,108,171396
7782,507,1,14,3,0,2,,108,93204
7783,750,4,51,1,1,,742,110,242000
7784,853,2,19,2,0,3,764,108,147852
7785,546,5,22,2,0,4,763,108,181224
7786,481,6,28,,1,2,787,108,255528
7787,806,6,6,3,0,5,738,108,59616
7788,754,5,0,3,0,4,785,110,64900
7789,895,3,40,1,0,3,690,,268380
7790,475,3,25,1,2,1,488,120,113640
7791,361,2,22,0,,1,841,108,200880
7792,997,1,15,2,0,2,668,108,125172
7793,,5,12,3,0,2,855,108,84996
7794,508,6,19,0,1,1,804,108,133488
7795,900,5,22,0,1,2,669,,132660
7796,211,0,19,0,,0,677,,113740
7797,819,3,27,1,1,4,576,110,149050
7798,,3,18,0,2,2,641,110,81840
7799,853,6,14,3,,1,755,108,66096
7800,132,4,23,2,0,3,746,,174790
7801,435,0,23,0,1,4,658,,133320
7802,729,0,37,1,0,1,854,108,332316
7803,893,0,23,0,1,3,699,108,136836
7804,243,0,22,2,2,6,600,108,95904
7805,71,3,4,3,0,1,701,,58320
7806,440,3,21,0,1,2,784,108,150228
7807,638,0,8,3,0,2,719,110,60720
7808,804,3,2,3,0,5,697,108,55836
7809,563,1,9,3,0,6,694,,59076
7810,223,3,11,3,0,4,620,108,62532
7811,61,1,30,1,2,3,762,108,198072
7812,701,6,24,0,0,4,678,108,154332
7813,367,3,18,2,1,0,885,108,141480
7814,706,4,25,1,1,0,767,108,197208
7815,953,3,32,1,0,5,743,108,291708
7816,153,5,14,3,0,5,645,108,65232
7817,,4,30,1,1,1,675,120,238440
7818,756,2,19,2,2,0,782,110,102520
7819,957,1,23,2,1,0,570,120,120480
7820,889,1,19,2,0,6,702,110,135740
7821,381,5,38,1,0,0,698,108,269784
7822,901,4,,0,2,2,685,108,108432
7823,675,4,30,1,0,5,,110,294140
7824,222,3,0,3,0,0,745,108,58320
7825,244,1,20,2,,1,,110,223740
7826,692,4,23,0,1,,733,110,143110
7827,649,3,22,,0,1,541,108,123336
7828,49,3,31,1,1,1,538,110,181390
7829,465,6,28,1,1,2,837,108,269028
7830,184,5,20,0,0,1,815,108,188676
7831,157,5,6,3,0,2,604,110,51590
7832,203,0,5,3,0,0,873,120,79680
7833,189,0,7,3,0,5,763,110,67540
7834,418,6,10,3,2,0,618,108,39420
7835,248,5,21,2,0,6,730,,169236
7836,890,2,9,3,1,3,619,108,39852
7837,939,6,55,1,2,3,764,120,216840
7838,801,1,26,1,2,1,816,108,164484
7839,890,6,25,1,0,5,610,110,192720
7840,510,5,26,1,1,1,713,108,182520
7841,156,4,10,3,0,1,593,120,66120
7842,534,1,21,2,0,4,642,108,148824
7843,89,3,34,1,1,2,636,110,313280
7844,987,4,0,3,,0,753,108,37800
7845,17,0,29,1,2,1,835,110,222860
7846,767,4,20,2,0,1,666,110,154770
7847,33,6,19,0,1,2,535,108,82296
7848,609,6,21,0,,5,560,108,83592
7849,601,0,17,0,1,6,766,108,120096
7850,468,3,29,1,,0,557,108,144288
7851,,2,30,1,1,1,747,110,247170
7852,7,,9,3,1,,550,110,37180
7853,192,5,38,1,0,6,838,110,328020
7854,268,5,17,2,0,4,731,110,139370
7855,241,0,24,2,,1,809,108,156924
7856,327,5,11,3,0,2,477,108,50652
7857,940,0,12,3,0,2,649,110,69960
7858,599,2,29,1,,2,625,120,266760
7859,550,2,22,0,1,0,678,110,127710
7860,2,4,22,,0,6,771,110,185130
7861,955,6,10,3,0,0,766,108,78300
7862,585,5,24,2,0,5,580,110,141350
7863,926,3,25,1,1,1,611,110,162140
7864,,1,20,2,0,3,782,108,177984
7865,306,,28,1,1,0,601,108,195156
7866,666,3,,0,1,5,697,108,114696
7867,524,3,33,1,1,4,703,120,246840
7868,914,5,2,3,0,1,683,120,65640
7869,487,5,19,2,0,1,601,108,115992
7870,753,6,18,,1,5,775,120,138480
7871,413,3,26,1,0,5,624,110,198110
7872,186,3,16,0,0,3,590,108,112968
7873,934,3,31,1,1,5,681,108,216972
7874,759,4,23,1,1,1,630,108,146664
7875,326,4,29,1,,0,733,120,317640
7876,66,2,31,1,0,5,743,110,292930
7877,636,4,23,0,1,0,724,120,154800
7878,305,6,12,3,0,5,499,108,52704
7879,461,0,20,0,2,1,742,108,115452
7880,248,0,13,3,2,0,576,110,39710
7881,691,4,9,3,0,4,834,110,69190
7882,848,3,28,1,0,,706,,281710
7883,,6,17,2,0,5,607,108,118584
7884,648,2,13,3,0,5,574,108,56052
7885,873,2,13,3,0,3,503,110,46310
7886,,5,10,3,,0,719,108,73224
7887,671,4,26,1,1,6,749,108,193320
7888,921,5,,0,0,2,,120,139920
7889,18,1,14,3,1,1,894,110,76230
7890,979,4,22,0,0,2,657,108,148392
7891,860,6,23,2,0,3,704,,186000
7892,833,3,,2,0,4,567,108,107676
7893,441,3,38,1,1,3,638,108,206172
7894,346,4,11,3,0,1,771,108,77112
7895,115,1,25,1,0,3,711,108,219348
7896,414,6,23,0,1,0,618,110,120560
7897,405,3,11,3,0,,725,108,71496
